MS-DRG ,Surg DRG,Reimbursement Type,Case Rate LOS,Addt'l Per Diem,MS-DRG Title,Relative Weights,Geometric Mean LOS,Arithmetic Mean LOS,Medicare,Aetna Medicare 100% Medicare,Blue Access,Blue Access Choice,Blue Preferred,Blue Pathway,Blue Pathway X,Blue Traditional,Cigna,Care Improvement Plus (UHC Medicare)  Medicare Rate per Matrix,Health Scope 110% of Medicare Rate per Matrix,"UHC
Commercial",Consociate Heatlh 130% Medicare (2021) Rates,MO State Avg Chgs (4% Increase),MO State Avg Pay (4% Increase),National Avg Chgs (4% Increase),National Avg Pay (4% Increase)
352,Surgery,,,,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,1.0952,2.1,2.5,7867.500624,7867.500624,7185.6072,6462.7752,6462.7752,6462.7752,6462.7752,7185.6072,13104.068,7867.500624,8654.250686,12318.8096,10227.75081,36653.7,6915,44940.55708,8572.365117
353,Surgery,,,,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,3.2275,6.6,8.5,23185.13355,23185.13355,21175.6275,19045.4775,19045.4775,19045.4775,19045.4775,21175.6275,38617.0375,23185.13355,25503.64691,36302.92,30140.67362,91910.70113,20573.18651,108537.1928,25187.30534
354,Surgery,,,,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,1.8162,3.9,4.8,13046.89064,13046.89064,11916.0882,10717.3962,10717.3962,10717.3962,10717.3962,11916.0882,21730.833,13046.89064,14351.57971,20428.6176,16960.95784,51601.24152,12214.1254,65477.34694,14311.77717
355,Surgery,,,,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,1.389,2.5,3,9978.04818,9978.04818,9113.229,8196.489,8196.489,8196.489,8196.489,9113.229,16619.385,9978.04818,10975.853,15623.472,12971.46263,43825.86,9248.0375,52080.64228,10954.06079
356,Surgery,,,,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,4.3177,7.9,10.5,31016.71607,31016.71607,28328.4297,25478.7477,25478.7477,25478.7477,25478.7477,28328.4297,51661.2805,31016.71607,34118.38768,48565.4896,40321.7309,125304.296,28135.46666,143001.9855,31811.31037
357,Surgery,,,,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,2.4861,5.3,6.7,17859.19768,17859.19768,16311.3021,14670.4761,14670.4761,14670.4761,14670.4761,16311.3021,29746.1865,17859.19768,19645.11745,27963.6528,23216.95699,74223.86532,13905.05671,81041.80573,16964.23506
358,Surgery,,,,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,1.6373,3.1,3.8,11761.74103,11761.74103,10742.3253,9661.7073,9661.7073,9661.7073,9661.7073,10742.3253,19590.2945,11761.74103,12937.91513,18416.3504,15290.26333,44736.60148,11272.02074,55191.45618,11943.68635
368,,,,,MAJOR ESOPHAGEAL DISORDERS W MCC,2.0699,4.9,6.4,14869.37504,14869.37504,13580.6139,12214.4799,12214.4799,12214.4799,12214.4799,13580.6139,24766.3535,14869.37504,16356.31254,23282.2352,19330.18755,59146.4526,13522.23672,72555.19282,16030.83145
369,,,,,MAJOR ESOPHAGEAL DISORDERS W CC,1.1257,3.3,4,8086.601034,8086.601034,7385.7177,6642.7557,6642.7557,6642.7557,6642.7557,7385.7177,13469.0005,8086.601034,8895.261137,12661.8736,10512.58134,27963.12209,7679.857391,39809.7087,8909.300396
370,,,,,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,0.8256,2.4,2.8,5930.796672,5930.796672,5416.7616,4871.8656,4871.8656,4871.8656,4871.8656,5416.7616,9878.304,5930.796672,6523.876339,9286.3488,7710.035674,26519.2047,5485.81647,30479.60872,6505.551794
371,,,,,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,1.8492,5.8,7.4,13283.9501,13283.9501,12132.6012,10912.1292,10912.1292,10912.1292,10912.1292,12132.6012,22125.678,13283.9501,14612.34511,20799.8016,17269.13514,44747.74191,12036.54281,56263.37506,13711.83614
372,,,,,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,1.1033,4,5,7925.687946,7925.687946,7238.7513,6510.5733,6510.5733,6510.5733,6510.5733,7238.7513,13200.9845,7925.687946,8718.256741,12409.9184,10303.39433,28526.38729,7388.302719,34996.66106,8458.755905
373,,,,,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,0.7551,3.1,3.6,5424.351462,5424.351462,4954.2111,4455.8451,4455.8451,4455.8451,4455.8451,4954.2111,9034.7715,5424.351462,5966.786608,8493.3648,7051.656901,20905.92196,5494.151764,26597.48638,6264.926173
374,,,,,DIGESTIVE MALIGNANCY W MCC,2.061,5.5,7.4,14805.44082,14805.44082,13522.221,12161.961,12161.961,12161.961,12161.961,13522.221,24659.865,14805.44082,16285.9849,23182.128,19247.07307,53020.43525,14142.57348,71520.78915,17194.48596
375,,,,,DIGESTIVE MALIGNANCY W CC,1.3243,3.9,5.1,9513.267966,9513.267966,8688.7323,7814.6943,7814.6943,7814.6943,7814.6943,8688.7323,15845.2495,9513.267966,10464.59476,14895.7264,12367.24836,35298.96329,8754.727791,45800.01396,10488.37035
376,,,,,DIGESTIVE MALIGNANCY W/O CC/MCC,0.967,2.7,3.3,6946.56054,6946.56054,6344.487,5706.267,5706.267,5706.267,5706.267,6344.487,11570.155,6946.56054,7641.216594,10876.816,9030.528702,24580.76903,7412.784516,38197.30154,8293.125123
377,,,,,G.I. HEMORRHAGE W MCC,1.8922,4.7,6,13592.84576,13592.84576,12414.7242,11165.8722,11165.8722,11165.8722,11165.8722,12414.7242,22640.173,13592.84576,14952.13034,21283.4656,17670.69949,49996.99525,11733.42788,61684.97273,13647.27255
378,,,,,G.I. HEMORRHAGE W CC,1.084,3.2,3.8,7787.04408,7787.04408,7112.124,6396.684,6396.684,6396.684,6396.684,7112.124,12970.06,7787.04408,8565.748488,12192.832,10123.1573,28895.8933,6777.833449,36391.96964,7825.303955
379,,,,,G.I. HEMORRHAGE W/O CC/MCC,0.7893,2.5,2.8,5670.031266,5670.031266,5178.5973,4657.6593,4657.6593,4657.6593,4657.6593,5178.5973,9443.9745,5670.031266,6237.034393,8878.0464,7371.040646,19765.58001,4644.633334,24948.73698,5518.72642
380,,,,,COMPLICATED PEPTIC ULCER W MCC,1.9807,5.1,6.6,14228.59613,14228.59613,12995.3727,11688.1107,11688.1107,11688.1107,11688.1107,12995.3727,23699.0755,14228.59613,15651.45575,22278.9136,18497.17497,53925.67481,12820.4987,66614.72338,15305.16914
381,,,,,COMPLICATED PEPTIC ULCER W CC,1.1672,3.4,4.2,8384.721264,8384.721264,7657.9992,6887.6472,6887.6472,6887.6472,6887.6472,7657.9992,13965.548,8384.721264,9223.19339,13128.6656,10900.13764,32599.16773,7592.419448,40515.69377,8641.406743
382,,,,,COMPLICATED PEPTIC ULCER W/O CC/MCC,0.8208,2.5,2.9,5896.315296,5896.315296,5385.2688,4843.5408,4843.5408,4843.5408,4843.5408,5385.2688,9820.872,5896.315296,6485.946826,9232.3584,7665.209885,24154.74977,5528.688372,31661.24564,6715.418534
383,,,,,UNCOMPLICATED PEPTIC ULCER W MCC,1.3543,4,5,9728.776566,9728.776566,8885.5623,7991.7243,7991.7243,7991.7243,7991.7243,8885.5623,16204.1995,9728.776566,10701.65422,15233.1664,12647.40954,36042.03871,8958.76129,49313.60248,10965.33114
384,,,,,UNCOMPLICATED PEPTIC ULCER W/O MCC,0.8906,2.7,3.3,6397.731972,6397.731972,5843.2266,5255.4306,5255.4306,5255.4306,5255.4306,5843.2266,10656.029,6397.731972,7037.505169,10017.4688,8317.051564,26207.92,6090.088889,35524.11289,7171.12232
385,,,,,INFLAMMATORY BOWEL DISEASE W MCC,1.6758,5.2,6.9,12038.3104,12038.3104,10994.9238,9888.8958,9888.8958,9888.8958,9888.8958,10994.9238,20050.947,12038.3104,13242.14144,18849.3984,15649.80351,39891.61647,11101.58706,57550.18355,14143.58816
386,,,,,INFLAMMATORY BOWEL DISEASE W CC,1.031,3.6,4.6,7406.31222,7406.31222,6764.391,6083.931,6083.931,6083.931,6083.931,6764.391,12335.915,7406.31222,8146.943442,11596.688,9628.205886,28808.5,7324.425,35229.1224,8242.655404
387,,,,,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,0.7159,2.7,3.3,5142.753558,5142.753558,4697.0199,4224.5259,4224.5259,4224.5259,4224.5259,4697.0199,8565.7435,5142.753558,5657.028914,8052.4432,6685.579625,21290.41532,5139.348085,28511.31251,6444.368394
388,,,,,G.I. OBSTRUCTION W MCC,1.6129,5,6.6,11586.4607,11586.4607,10582.2369,9517.7229,9517.7229,9517.7229,9517.7229,10582.2369,19298.3485,11586.4607,12745.10677,18141.8992,15062.39891,44943.44681,10632.07536,52458.11166,12190.56003
389,,,,,G.I. OBSTRUCTION W CC,0.8957,3.4,4.2,6434.368434,6434.368434,5876.6877,5285.5257,5285.5257,5285.5257,5285.5257,5876.6877,10717.0505,6434.368434,7077.805277,10074.8336,8364.678964,24807.16345,6091.792916,30922.40943,7007.050042
390,,,,,G.I. OBSTRUCTION W/O CC/MCC,0.5894,2.5,2.9,4234.025628,4234.025628,3867.0534,3478.0494,3478.0494,3478.0494,3478.0494,3867.0534,7052.171,4234.025628,4657.428191,6629.5712,5504.233316,19243.1458,4377.24552,22501.73916,5206.532206
391,,,,,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",1.3147,4,5.3,9444.305214,9444.305214,8625.7467,7758.0447,7758.0447,7758.0447,7758.0447,8625.7467,15730.3855,9444.305214,10388.73574,14787.7456,12277.59678,35948.45963,8846.540295,45133.94934,10315.97478
392,,,,,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",0.7824,2.6,3.3,5620.464288,5620.464288,5133.3264,4616.9424,4616.9424,4616.9424,4616.9424,5133.3264,9361.416,5620.464288,6182.510717,8800.4352,7306.603574,24791.04483,5570.444313,29845.75207,6404.558393
393,,,,,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,1.7568,4.6,6.4,12620.18362,12620.18362,11526.3648,10366.8768,10366.8768,10366.8768,10366.8768,11526.3648,21020.112,12620.18362,13882.20198,19760.4864,16406.2387,43394.49556,11813.05997,58819.70893,14123.58175
394,,,,,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,1.0129,3.2,4.1,7276.288698,7276.288698,6645.6369,5977.1229,5977.1229,5977.1229,5977.1229,6645.6369,12119.3485,7276.288698,8003.917568,11393.0992,9459.175307,29336.24831,6858.295864,35565.74942,7958.415071
395,,,,,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6745,2.3,2.8,4845.35169,4845.35169,4425.3945,3980.2245,3980.2245,3980.2245,3980.2245,4425.3945,8070.3925,4845.35169,5329.886859,7586.776,6298.957197,22163.648,5016.427907,26213.55212,5897.911474
405,Surgery,,,,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",5.4695,9.6,12.7,39290.80959,39290.80959,35885.3895,32275.5195,32275.5195,32275.5195,32275.5195,35885.3895,65442.5675,39290.80959,43219.89055,61520.936,51078.05247,164640.6763,40038.53629,211718.4851,50309.70806
406,Surgery,,,,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",2.938,5.4,7,21105.47556,21105.47556,19276.218,17337.138,17337.138,17337.138,17337.138,19276.218,35153.17,21105.47556,23216.02312,33046.624,27437.11823,81375.73703,21165.7505,115384.5385,26514.07357
407,Surgery,,,,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",2.2456,4.1,4.8,16131.53707,16131.53707,14733.3816,13251.2856,13251.2856,13251.2856,13251.2856,14733.3816,26868.604,16131.53707,17744.69078,25258.5088,20970.99819,56867.64571,16219.66171,86751.2367,18883.28962
408,Surgery,,,,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,3.5992,8.2,10.8,25855.2851,25855.2851,23614.3512,21238.8792,21238.8792,21238.8792,21238.8792,23614.3512,43064.428,25855.2851,28440.81361,40483.8016,33611.87064,131075.0541,32184.69647,142169.9971,35501.63094
409,Surgery,,,,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,2.4856,5.6,6.9,17855.60587,17855.60587,16308.0216,14667.5256,14667.5256,14667.5256,14667.5256,16308.0216,29740.204,17855.60587,19641.16646,27958.0288,23212.28763,64849.41666,16836.56,94514.12463,20703.40452
410,Surgery,,,,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,1.7413,3.8,4.6,12508.83751,12508.83751,11424.6693,10275.4113,10275.4113,10275.4113,10275.4113,11424.6693,20834.6545,12508.83751,13759.72126,19586.1424,16261.48876,,,68601.74713,15165.55096
411,Surgery,,,,CHOLECYSTECTOMY W C.D.E. W MCC,3.8732,8.5,10.5,27823.59698,27823.59698,25412.0652,22855.7532,22855.7532,22855.7532,22855.7532,25412.0652,46342.838,27823.59698,30605.95668,43565.7536,36170.67608,,,143716.1421,28259.27464
412,Surgery,,,,CHOLECYSTECTOMY W C.D.E. W CC,2.5045,5.7,6.9,17991.37629,17991.37629,16432.0245,14779.0545,14779.0545,14779.0545,14779.0545,16432.0245,29966.3425,17991.37629,19790.51392,28170.616,23388.78918,,,91667.02518,18531.43473
413,Surgery,,,,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,1.6374,3.3,4.1,11762.45939,11762.45939,10742.9814,9662.2974,9662.2974,9662.2974,9662.2974,10742.9814,19591.491,11762.45939,12938.70533,18417.4752,15291.1972,,,64259.52,13493.20567
414,Surgery,,,,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,3.5793,8,9.9,25712.33107,25712.33107,23483.7873,21121.4493,21121.4493,21121.4493,21121.4493,23483.7873,42826.3245,25712.33107,28283.56417,40259.9664,33426.03039,109521.4178,25910.54074,124091.0658,28478.83379
415,Surgery,,,,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,2.1834,5.4,6.3,15684.71591,15684.71591,14325.2874,12884.2434,12884.2434,12884.2434,12884.2434,14325.2874,26124.381,15684.71591,17253.1875,24558.8832,20390.13068,64031.00516,13431.44903,124091.0658,28478.83379
416,Surgery,,,,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,1.4028,3.3,3.8,10077.18214,10077.18214,9203.7708,8277.9228,8277.9228,8277.9228,8277.9228,9203.7708,16784.502,10077.18214,11084.90035,15778.6944,13100.33678,40551.21778,10067.43111,124091.0658,28478.83379
417,Surgery,,,,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,2.4486,5.3,6.7,17589.81193,17589.81193,16065.2646,14449.1886,14449.1886,14449.1886,14449.1886,16065.2646,29297.499,17589.81193,19348.79313,27541.8528,22866.75551,72113.64029,15843.26934,124091.0658,28478.83379
418,Surgery,,,,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1.7477,3.8,4.5,12554.81267,12554.81267,11466.6597,10313.1777,10313.1777,10313.1777,10313.1777,11466.6597,20911.2305,12554.81267,13810.29394,19658.1296,16321.25648,55384.61166,11508.37059,124091.0658,28478.83379
419,Surgery,,,,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,1.3149,2.5,2.9,9445.741938,9445.741938,8627.0589,7759.2249,7759.2249,7759.2249,7759.2249,8627.0589,15732.7785,9445.741938,10390.31613,14789.9952,12279.46452,44360.60804,8697.946319,124091.0658,28478.83379
420,Surgery,,,,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,3.5129,7.3,10.1,25235.3387,25235.3387,23048.1369,20729.6229,20729.6229,20729.6229,20729.6229,23048.1369,42031.8485,25235.3387,27758.87257,39513.0992,32805.94031,113423.7743,29993.86,133811.4861,35700.12674
421,Surgery,,,,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,2.076,4.9,6.3,14913.19512,14913.19512,13620.636,12250.476,12250.476,12250.476,12250.476,13620.636,24839.34,14913.19512,16404.51463,23350.848,19387.15366,40841.02286,15001.10857,73900.94787,16338.79692
422,Surgery,,,,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,1.4171,2.8,3.4,10179.9079,10179.9079,9297.5931,8362.3071,8362.3071,8362.3071,8362.3071,9297.5931,16955.6015,10179.9079,11197.89869,15939.5408,13233.88027,,,58791.06486,13422.76882
423,Surgery,,,,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,4.3962,9.3,12.9,31580.63024,31580.63024,28843.4682,25941.9762,25941.9762,25941.9762,25941.9762,28843.4682,52600.533,31580.63024,34738.69327,49448.4576,41054.81932,143337.2313,33731.0887,160612.7332,37115.48656
424,Surgery,,,,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,2.5495,6.1,8,18314.63919,18314.63919,16727.2695,15044.5995,15044.5995,15044.5995,15044.5995,16727.2695,30504.7675,18314.63919,20146.10311,28676.776,23809.03095,,,85855.52707,20055.04748
425,Surgery,,,,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,1.5896,3.1,3.8,11419.08235,11419.08235,10429.3656,9380.2296,9380.2296,9380.2296,9380.2296,10429.3656,19019.564,11419.08235,12560.99059,17879.8208,14844.80706,,,61165.72507,13690.38423
432,,,,,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,1.8705,4.9,6.5,13436.96121,13436.96121,12272.3505,11037.8205,11037.8205,11037.8205,11037.8205,12272.3505,22380.5325,13436.96121,14780.65733,21039.384,17468.04957,51708.08651,13080.72697,65343.44896,15649.36326
433,,,,,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,1.0514,3.3,4.2,7552.858068,7552.858068,6898.2354,6204.3114,6204.3114,6204.3114,6204.3114,6898.2354,12580.001,7552.858068,8308.143875,11826.1472,9818.715488,33900.42422,7732.122391,38082.0632,8835.04101
434,,,,,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,0.652,2.3,2.8,4683.72024,4683.72024,4277.772,3847.452,3847.452,3847.452,3847.452,4277.772,7801.18,4683.72024,5152.092264,7333.696,6088.836312,,,24380.63584,5926.446011
435,,,,,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,1.7232,4.7,6.1,12378.81398,12378.81398,11305.9152,10168.6032,10168.6032,10168.6032,10168.6032,11305.9152,20618.088,12378.81398,13616.69538,19382.5536,16092.45818,48189.48992,12215.84554,66038.66731,14537.47748
436,,,,,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,1.1824,3.6,4.7,8493.912288,8493.912288,7757.7264,6977.3424,6977.3424,6977.3424,6977.3424,7757.7264,14147.416,8493.912288,9343.303517,13299.6352,11042.08597,38946.50569,8371.058526,44485.15898,9744.94028
437,,,,,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,0.8629,2.6,3.2,6198.745698,6198.745698,5661.4869,5091.9729,5091.9729,5091.9729,5091.9729,5661.4869,10324.5985,6198.745698,6818.620268,9705.8992,8058.369407,30251.18909,6171.407273,37968.26646,8014.440772
438,,,,,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,1.7946,5,6.8,12891.72445,12891.72445,11774.3706,10589.9346,10589.9346,10589.9346,10589.9346,11774.3706,21472.389,12891.72445,14180.8969,20185.6608,16759.24179,52130.35051,12630.16816,59402.44014,14109.05514
439,,,,,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,0.9008,3.2,4,6471.004896,6471.004896,5910.1488,5315.6208,5315.6208,5315.6208,5315.6208,5910.1488,10778.072,6471.004896,7118.105386,10132.1984,8412.306365,28440.04337,6534.511797,32733.40662,7418.096325
440,,,,,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,0.6118,2.4,2.8,4394.938716,4394.938716,4014.0198,3610.2318,3610.2318,3610.2318,3610.2318,4014.0198,7320.187,4394.938716,4834.432588,6881.5264,5713.420331,21413.5568,4890.481187,24829.16742,5526.118446
441,,,,,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W MCC",1.9236,4.9,6.6,13818.41143,13818.41143,12620.7396,11351.1636,11351.1636,11351.1636,11351.1636,12620.7396,23015.874,13818.41143,15200.25258,21636.6528,17963.93486,47825.69291,12968.08145,64934.72078,15822.534
442,,,,,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W CC",0.9865,3.3,4.1,7086.64113,7086.64113,6472.4265,5821.3365,5821.3365,5821.3365,5821.3365,6472.4265,11803.4725,7086.64113,7795.305243,11096.152,9212.633469,29263.3411,7068.002202,34175.87549,8226.320493
443,,,,,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W/O CC/MCC",0.6898,2.5,3.1,4955.261076,4955.261076,4525.7778,4070.5098,4070.5098,4070.5098,4070.5098,4525.7778,8253.457,4955.261076,5450.787184,7758.8704,6441.839399,27416.40973,5193.225946,26553.286,6206.334541
444,,,,,DISORDERS OF THE BILIARY TRACT W MCC,1.6233,4.4,5.7,11661.17035,11661.17035,10650.4713,9579.0933,9579.0933,9579.0933,9579.0933,10650.4713,19422.7845,11661.17035,12827.28738,18258.8784,15159.52145,49049.4525,11799.2295,61375.38185,13407.79645
445,,,,,DISORDERS OF THE BILIARY TRACT W CC,1.1199,3.2,4,8044.936038,8044.936038,7347.6639,6608.5299,6608.5299,6608.5299,6608.5299,7347.6639,13399.6035,8044.936038,8849.429642,12596.6352,10458.41685,34029.72612,7582.089917,42755.79487,8875.031807
446,,,,,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,0.8234,2.3,2.8,5914.992708,5914.992708,5402.3274,4858.8834,4858.8834,4858.8834,4858.8834,5402.3274,9851.981,5914.992708,6506.491979,9261.6032,7689.49052,27885.3973,5629.531685,33263.40282,6744.126203
453,Surgery,,,,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,9.5837,7.9,9.8,68845.65899,68845.65899,62878.6557,56553.4137,56553.4137,56553.4137,56553.4137,62878.6557,114668.9705,68845.65899,75730.22489,107797.4576,89499.35669,213327.76,68733.25334,330642.5403,82670.2398
454,Surgery,,,,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,6.4511,4.2,5,46342.25098,46342.25098,42325.6671,38067.9411,38067.9411,38067.9411,38067.9411,42325.6671,77187.4115,46342.25098,50976.47608,72561.9728,60244.92628,153491.0444,43530.86105,204341.2637,52303.71349
455,Surgery,,,,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,5.0436,2.7,3.1,36231.30583,36231.30583,33091.0596,29762.2836,29762.2836,29762.2836,29762.2836,33091.0596,60346.674,36231.30583,39854.43642,56730.4128,47100.69758,116928.6468,33021.38053,150161.5692,38567.34379
456,Surgery,,,,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,9.2463,9.8,12.3,66421.90561,66421.90561,60664.9743,54562.4163,54562.4163,54562.4163,54562.4163,60664.9743,110631.9795,66421.90561,73064.09617,104002.3824,86348.47729,242174.608,67702.7,333955.0852,82198.70116
457,Surgery,,,,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,6.7416,5.6,6.7,48429.09259,48429.09259,44231.6376,39782.1816,39782.1816,39782.1816,39782.1816,44231.6376,80663.244,48429.09259,53272.00185,75829.5168,62957.82037,162386.8055,47088.56455,227061.953,57298.96488
458,Surgery,,,,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,5.3026,3.4,4,38091.86341,38091.86341,34790.3586,31290.6426,31290.6426,31290.6426,31290.6426,34790.3586,63445.609,38091.86341,41901.04975,59643.6448,49519.42244,128814.7714,34394.99143,155308.3379,42184.68101
459,Surgery,,,,SPINAL FUSION EXCEPT CERVICAL W MCC,6.9895,7.1,8.7,50209.91199,50209.91199,45858.1095,41245.0395,41245.0395,41245.0395,41245.0395,45858.1095,83629.3675,50209.91199,55230.90319,78617.896,65272.88559,183448.5284,45187.02386,218729.3318,48799.87772
460,Surgery,,,,SPINAL FUSION EXCEPT CERVICAL W/O MCC,4.013,2.8,3.3,28827.86706,28827.86706,26329.293,23680.713,23680.713,23680.713,23680.713,26329.293,48015.545,28827.86706,31710.65377,45138.224,37476.22718,113952.2814,27830.27549,128886.1519,31023.96526
461,Surgery,,,,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,5.4375,6.3,7.9,39060.93375,39060.93375,35675.4375,32086.6875,32086.6875,32086.6875,32086.6875,35675.4375,65059.6875,39060.93375,42967.02713,61161,50779.21388,,,185440.4415,42143.82511
462,Surgery,,,,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,3.1729,2.7,3,22792.9079,22792.9079,20817.3969,18723.2829,18723.2829,18723.2829,18723.2829,20817.3969,37963.7485,22792.9079,25072.19869,35688.7792,29630.78027,69287.67445,24138.42889,101047.3063,26092.77464
463,Surgery,,,,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",5.6445,10.3,13.6,40547.94309,40547.94309,37033.5645,33308.1945,33308.1945,33308.1945,33308.1945,37033.5645,67536.4425,40547.94309,44602.7374,63489.336,52712.32602,131529.8313,34342.19832,167328.1998,40651.04922
464,Surgery,,,,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",3.1207,5.9,7.7,22417.92293,22417.92293,20474.9127,18415.2507,18415.2507,18415.2507,18415.2507,20474.9127,37339.1755,22417.92293,24659.71523,35101.6336,29143.29981,75880.42988,18936.81286,99714.77014,23030.2257
465,Surgery,,,,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",2.0931,3,3.9,15036.03502,15036.03502,13732.8291,12351.3831,12351.3831,12351.3831,12351.3831,13732.8291,25043.9415,15036.03502,16539.63852,23543.1888,19546.84553,41897.32445,12561.23555,68915.3007,15411.30657
466,Surgery,,,,REVISION OF HIP OR KNEE REPLACEMENT W MCC,5.2373,6.8,8.5,37622.77303,37622.77303,34361.9253,30905.3073,30905.3073,30905.3073,30905.3073,34361.9253,62664.2945,37622.77303,41385.05033,58909.1504,48909.60493,140525.8914,34455.27703,161854.7705,37160.79485
